,machine-learning,rating
693,"Excellent course! Gives you good practical skills to start applying the algorithms, but also just enough theory to understand them generally. I absolutely loved the programming exercises, they helped a lot to find out what I did not get from the videos. I also realize how much effort it must have taken to create these exercises and the videos, so thanks a lot to all who made the course!",5
694,"Andrew was a great teacher and the course was great. I already gave lots of feedback in another survey for Coursera so I won't go in to too much detail here, but I think a lot of great material was covered and that it was taught very well.",5
695,"This was my very first online course, and I have been away from the university for few decades, and I have not programmed for almost 20 years! Even though it was not easy for me, I was able to complete this wonderful course, due to highly organized course taught by Professor Ng, and the level of support from the mentors (special thanks to Tom), as well the reliable (for great part of the time) of Coursera infrastructure. ",5
696,"I have seen other machine learning courses but it cannot get any simpler than this. Most of the other courses will directly dive you into complex formulas and theorems. But Mr. Andrew Ng made it so easy for me to understand the basic concepts with his real world examples that now I can apply them in my own projects with ease. The evaluation system is also pretty good with hands on assignments. The quizzes were a little bit tough at times, but they forced me to go back to the corresponding topic and review it so that my concepts become clear. The assignments were also realistic and at times challenging for people using Matlab or Octave for first time. Thank you very much for this course. I hope this will help a lot in my career as a researcher.",5
697,"I enjoyed this course a lot. The material itself is very good -- as challenging as it should be to get you to learn the subject matter, with optional links to further material for students who wish to go deeper. Professor Ng explains it the material lucidly and comprehensively throughout the course -- his immense knowledge in the area is readily apparent even if we only study ""the basics"" in this course. The programming assignment are very good, and you are given every indication needed to understand the task, and to be able to complete it. Lastly, Professor Ng speaks in such a way that the course can be followed at all audio playback speeds, from 0.5x to 2x.",5
698,"As a person starting a new carrier,  getting back to math was a hard task. Several courses I went through before this one have been hard on my motivation .",5
699,"This is an excellent course for two reasons: first the video lectures are very good, introducing complex concepts in a relatively accessible manner, and second the automated submission system is good at marking your (well designed) assignments.",5
700,"Outstanding course overall. I went from knowing absolutely nothing about machine learning to feeling very comfortable with it. In fact, I feel excited about the knowledge I've gained because it opens up many doors to learn more. I really appreciate the time taken to create the programming exercises, which I believe are a vital piece of the course as far as gaining practical skills goes. If I could have one wish granted, it would've been nice to also have a primer on the many data visualization and preprocessing codes that were written for us on each assignment. That would've given full knowledge to be able to implement the machine learning algorithm of each assignment and to be able to present the results professionally and programmatically. ",5
701,"Professor Andrew Ng , explained  various ML topics in a systematic and step by step modules and all the time makes the learner comfortable , even while explaining the difficult math behind the subject. For every concept of Machine Learning , he covered the math behind the concept to the extent that is required . Overall , this is an inspiring course, well organised, well delivered and keeps the learner highly motivated to make progress and to complete the course. The Resource Materials and assignment notes are of high quality with meticulous explanations and implementation notes. The feedback and learning through discussion forum was fantastic. My sincere and respectful thanks to Professor Ng and Mentors for organising this course so well !! ",5
702,"Excellent course for those who are interested in learning the ""secrets"" of machine learning !",5
703,"It is a very great introductory course to Machine Learning. In general, the curriculum is well designed, the explanation of Andrew is very clear, and the quiz in the middle of the video keeps me tune in to the lecture. I like how the quiz/review is changed slightly after our first attempt, so we need to understand the concept to get things correct, not only by remembering our previous answer and take another guess on the next attemp. After all, my favorite is the programming assignment. It really tests my understanding on the topic and see it by myself how things are running in my program. 5 stars for this course. (There are some shortcomings of the course, but they are more-or-less negligible compared to the overall quality of the course.)",5
704,"I thought the material was presented in a simple, concise way that made everything easy to follow. The presentation was often engaging and I very much enjoyed the flow of the course. I learned a lot by taking the course. It might have been nice for there to be more reference to the math underlying the problems, but I understand that that would make the course slightly less accessible. I would also have liked it if the programming exercise sheets contained (as optional material) a more detailed explanation of the functions and programmes we were provided, and explained how we might go about learning what those functions did and how we might be able to replicate them in different settings or languages. Thanks very much, this course was great.",5
705,Incredible course! It goes into the sufficient mathematical depth for each algorythm to understand and think about it. Apart of explaining each individual algorythm (except Tree based models) Andrew Ng gives you certain tips and things to avoid when developing both a single ML model and a ML project pipeline.,5
706,"Loved this course overall. Apart from a couple of tricky programming questions near the middle of the course, there were very few stumbling blocks once you put in the effort. The quiz questions as you progressed also helped keep the momentum going. Andrew Ng is a natural teacher and very clear in his explanations of what could otherwise be complicated enough topics. His humility really helps too. He really did demystify things. The examples of applications also helped a lot and were very interesting. This is the first online course I took that I actually wanted to work on. I highly recommend it to anyone looking to get a good overview of machine learning, and I know that the course comes highly recommended by people with PhDs in the area.",5
707,Exceptional content. ,5
708,"This is a great introduction course into machine learning! Professor Ng has combined useful material with lots of quiz and program exercises to reinforce our understanding. I love Professor Ng's teaching, especially even though he mentioned some additional study material (like calculus, linear algebra, etc), it is not necessary that we have to know each of such topic (although I took those courses in college, it has really been a long time) to continue the study in this course.   It is a great way to introduce someone to a new field. It gives me the opportunity to see what's machine learning is all about, then decide whether I want to proceed to the next level of this topic, and take those foundation courses to perfect my understanding.",5
709,Extremely well done and interesting course done by Andrew.,5
710,"After receiving several recommendations from my colleagues, I decided to take this course. I'm glad I made the decision to enroll. This course is an excellent introduction to various topics in machine learning. I had investigated a few other courses on the internet, and many of them were more akin to instruction manuals for industry-standard libraries. While it's important to know the tools of the trade to utilize these concepts in your career, Prof. Ng's course goes deeper into the moving parts behind machine learning algorithms, and offers an intuitive explanation for how they work. Overall, if you're looking to really understand machine learning algorithms at their core, this course is a great starting point. I highly recommend it.",5
711,"Perfect course! When I started it, I had no idea about machine learning and my programming skills were basic. I also did not have much idea of math or data analysis, so I doubted I was going to understand the lessons. But the course is so well structured, starting with the basics and going step by step to the most complex, that I managed to complete it successfully! I have learned to program in Octave (which I have found very useful), and I am already implementing some of the algorithms I learned to my personal and professional projects. It is a privilege to learn from Andrew Ng.  The assignments are somewhat hard, but you get a lot of help from the tutorials, mentors, and the forum. Thanks to everyone that made this course possible!",5
712,"A great introduction to applied Machine Learning. The programming exercises are very well designed and gently guide the student through ML concepts. The problem selection is very interesting and has practical applications such as character recognition, recommendation systems etc. Andrew Ng is a great teacher and makes learning ML topics, especially some of the esoteric ones, a pleasant experience. Highly recommended for someone getting started in the field of ML. You will probably get most out of this course if you have at least some understanding of statistics and basic programing skills. A refresher in linear algebra and matrices will be helpful too prior to taking this course, though it is also covered in the first few lectures.",5
713,"This is the first  Online course I have completed . I found the course bit tough, interesting and engaging .  Only difficulties i had faced  understanding the notations used in most of the supervised learning, especially for neural networks. However the concept i found pretty clear. Some topics i fond boring and very confusing but all are worth . ",5
714,"A very good initial overview of ML, together with some very good general advices on how to debug ML algorithms and allocate the resources to imporve accuracy in real world scenarios.",5
715,"I haven't met a teacher like him who has been so patient and explains everything so clearly and explicit. During my almost seven years' study in University in China as an undergraduate student and a postgraduate student, I felt uncomfortable. I couldn't see the path which I was going to walk. I didn't know what this major courses would bring to me and where they would take me to. I didn't know the meanings. And most importantly, none of the teachers and tutors care our student. NO ONE CARE. They only care about how much money they could get in some BIG program. ",5
716,"  Overall, excellent. Personally I particularly liked the programming as I've not coded for some time; Octave seems very powerful for matrix manipulation and this application. Lecture content is well paced (although I listened at 125%!). The lecture notes notes are good and with the reading notes were - in my opinion - better than the lecture slides at capturing content. I missed the reading notes in the final few weeks - indeed, the absence of these and the greater prevalence of repeating sections of the videos (Andrew presumably felt that these bits needed redoing) gave me a slight feeling that less care had been given to the preparation of these weeks' materials. But, again, overall excellent, especially as this is a free class!",5
717,"Amazing Course ! Not only it's very useful and covers many ML algorithms and concepts, but also very fun to watch and I really enjoyed the Programming assignments. I feel more informed now about ML and can roughly understand how some of the products using ML are built. Andrew is an amazing instructor who has great understanding of all the topics he covered and he carefully curated the course to cover all the important bits to understand the concepts leaving some of the in depth Mathematical deviations to get you equipped for practical skills. The course was so good that I actually want to learn more and will probably be looking at doing more of Andrew's courses. Highly recommended course for anyone interested in Machine Learning.",5
718,"The course provides a good introduction to machine learning. I will be pursuing other machine learning courses to expand my knowledge. The prerequisites state some background in linear algebra and some elemental knowledge of calculus. The course leans heavily on linear algebra and matrix operations. If it has been awhile since you taken a linear algebra course, I would suggest brushing up on the basics. The course uses partial derivatives, but you are not required to perform partial derivatives. You should have some understanding what a partial derivative is. The labs are essential to understanding machine learning concepts; applying theory from lectures to problems. I found the course enjoyable and the lecturer was encouraging. ",5
719,"Thank you to all of the people who worked hard on this course. I felt challenged, lost, excited and relieved at various points through the material. I especially liked the MatLab online environment for doing the exercises. The time I spent learning the environment was well worth the effort as the exercises reinforced a lot of the concepts for me. I found the quizzes especially frustrating because I felt pressured by the time constraints and unprepared for some of the concepts/nuances in the questions. I exit the course with a high level of enthusiasm for machine learning, excited to continue exploring the algorithms and math behind machine learning, and optimistic about my ability to continue in the field. Again, thank you all!",5
720,"A very interesting introduction to machine learning. The instructor is well known in his field and has a lot of practical experience that he shares. Very good presentation, very well motivated examples. Very good balance between covering enough areas with the right amount of depth, as far as I can tell. The math could be tough for somebody with only high school experience I would guess. You will see some impressive looking formulas, but still the concepts behind them are very well explained. Assignments are not easy, especially since they require using MATLAB, but instructions are helpful. Also, the assignments give a lot of insight and interesting scenarios to experiment with. I learned a lot and enjoyed the course very much! 

",5
721,"This course is excellent for those who want a theoretical introduction to Machine Learning and has some background with calculus. Andrew Ng makes everything looks really easy. The exercises are good because you can actually see things running, and they are not really difficult. Tutorials make them easy also. I wish the assignments were in Python although. Matlab/Octave is a programming language that you can't really deploy as an application, but they let you focus in the algorithms in instead of data structures. I now have a great idea about plenty of algorithms, know how to use them, know how to optimize them and can understand many materials online. Thanks Andrew, Tom and other people responsible for making it all available.",5
722,"The course covers core topics of Machine learning and Mr.Andrew NG has made sure that each student put significant amount of time towards understanding the theory behind each methods and how you can efficiently use it, which I found very useful as I am not an CS/IT graduates but this approach helped me a lot to get to the bottom of each topic and how to make most out of it. Course content includes review questions,quiz and assignments were very thoughtful like it stretches you to think about problems which in turn makes me a good thinker. ",5
723,"Professor Ng teaches thoroughly and clearly. Assignments had clear instructions and were easy to setup and submit (but challenging to complete, which is a good thing). The discussion forums were helpful especially the Tutorial section.",5
724,This course has provided a crucial stepping stone in my understanding and development of Machine Learning techniques and applications.,5
725,I really enjoyed the lectures the way he explains everything. And also the way he designed the course. I also liked the assignment structure and the skeleton given for the assignment to reduce the stress of figuring out everything and focusing on learning what needed in that part. Thank you for the tutors to already keeping the errate checked and updated the tutorial for exercise also. After some hair pull thoughts during exercises I am very happy to say I completed the course succussfully and i want to learn more dive deep in this. Thank you everyone who make this course and also keeping it free for everyone who want to start. And last but not least I want to thank andrew ng sir. Thank you so much for your effort and time.,5
726,"It has been a great experience taking this class. I very much appreciate the amount of effort spent on the material in the lectures, the quizzes, the prompt questions, and most importantly the programming exercises. ",5
727,"I highly recommend this class. It is an outstanding introduction to the topic of machine learning and it's focuses on the important details of it. I looked at slides of a class at my local university which issued similar topics, beginning with Linear and Logistic Regression, and I had trouble understanding the concept behind the math. But with this course you will understand the concept, the intuition and in the end the at least the idea behind the math. 
",5
728,"Excellent class. The lectures, quizzes and homework problems were very well designed to teach the material without having to write the entire code base for each problem. It was nice that the programming assignments and lecture slides were accurate, without typos or errors. I liked the feedback on the programming assignments and quizzes to give status as a student completes each section. The teacher is very clear and motivational. I learned, part-way through the course, to download the lecture notes prior to watching the videos. It helped with my understanding to see the lecture notes ahead of time. I also would sometimes download the programming assignments prior to the lectures to know what would be expected of me later.",5
729,"This is my first Data science course.  After completing this course, I now know a whole lot more about machine learning than I did before.  Now I feel comfortable that I can look at a problem definition and formulate a strategy to apply to correct ML algorithm.  The most important take away for me was the insight Prof. Ng gave us on debugging  algorithms using various tools like learning curves and ceiling analysis to determine where to put more effort in order to improve the over all performance in the learning pipeline.  Later this year, I plan to use what I have learned to solve a real life problem that has been bugging us for years.  Thanks Prof. Ng for designing such a wonderful and useful course.  It was a pleasure.  ",5
730,"The course is very good. It starts with basics and progresses into more complex concepts and algorithms. Sometimes the width of the targeted audience might result in very basic content for some or very advanced for others, but that content can be skipped or taken as a nice review by the former, and the main concepts are always stated clear for the latter. 
The explanations are clear, the examples pertinent. The programming 
assignments are carefully prepared and organized. They provide insight 
and hands-on practice, avoiding loosing perspective in implementation 
details and allowing concentrating in the concepts and algorithms. Mr. 
Ng delivers the course at a relaxed and casual pace, still showing reassuring expertise.",5
731,"From not knowing where and how to start the journey to venture into Machine Learning territory, this course has given me a lot of insights and ideas on what Machine Learning is all about. I have started my initial research on how to employ machine learning solutions using python. While python libraries provide a variety of models to start/work with machine learning, the underlying concept of each model was a big question mark to me.",5
732,"I learned a lot from this course not only about knowledge and skills, but also about how to be a better person. I completed all the quizzes and assignments with 100% marks and obtained concrete techniques to develop my own machine learning projects. I am a PhD student in Economics starting research in the near future. Hopefully, everything I got from this course will help me with my future career. The effort I spent in the past month will be paid off. I am going to keep up the perfect work on any tasks and try my best to achieve all the beautiful goals in the wonderful life. I would like to sincerely thank Professor Ng for providing such a great course and website. Knowledge is power. I appreciate Coursera for everything.",5
733,"Needless to say, one of the best courses I've taken, and learned a ton from prof. Andrew.",5
734,"I am a retired hardware engineering manager.   My skills entering this course were pretty rusty.    My software skills were minimal and I had forgotten most of my linear algebra.   I had to restart the course three times since I kept falling behind on the programming problems.   I ended up with a 98%.   The course is unbelievably relevant to today's business world.   Dr. Ng does a great job mixing theory and practice with an emphasis on practice.    The discussion forums are amazing and cover every question I had.  Tom Mosher is a great mentor explaining many of the difficult aspects of the programming problems.   I would give the course six stars if it had the rating available.   Thanks Coursera, Dr. Ng, and Tom Mosher.",5
735,I really glad that I have heard about Coursera the other day and trid to learn Machine Learning here. ,5
736,"From the very confused to have a good understanding of what ML can do with data.  On completion of this course, I can now implement supervised ML algorithms like linear regression, logistic regression, Neural Networks, SVMs, and unsupervised algorithms like K-means, and PCA. I can implement the collaborative filtering gradient for the recommendation task. In addition, I know how to work with large data set by stochastic gradient descent, by chunking the data into subsets for parallel processing. Finally, I know how to use the learning curve to examine overfitting, underfitting, and use pipeline analysis to determine which parts of the ML system have more impact on system performance, so more effort needs to put on them.       ",5
737,"First of all, this course is a quality product: lectures are clear and effective and exercises are challenging enough. Perhaps the conclusion ""now you can consider yourself an expert in machine learning techniques"" is a slight exaggeration but, certainly, you are made aware of those techniques enough to think about using them effectively and getting some results.",5
738,Excellent course. Just superb. Prof. Ng is a great teacher. Completing the course I feel that I have an overall view regarding various ML algorithms and when and how to use them. I also have a more detailed understanding regarding the mathematics and process flow of the algorithms. Using Octave was great since you could focus on the mathematical solutions regarding the exercises without worrying too much of specific language oddities (Octave syntax is really simple). I have already started to implement the exercises using TensorFlow. I thought it might be a good idea to implement the same exercises also using some ML library now that I know pretty well how the solutions were implemented using simple matrix calculation. ,5
739,"An excellent course  starting from the basics of ML to its practical applications and also inspiring the student to apply the concepts in whatever type of activity they are currently involved in. Andrew Ng's narrative style, his command over the subject and the consistency in presentation from topic to topic is seamless and easy to follow. The quizzes and the examples using Octave/Matlab illustrate the the organization of ML tasks using similar APIs . And finally the examples give a good indication of how data should be organized even before we start ML work on it.",5
740,"Excellent course, very well thought out.  The lectures are paced well with concepts encapsulated in relatively succinct lectures. The explanations are clearly laid out.  The programming assignments are focused on the concepts with all the supporting code provided, and include excellent visualizations to see what is happening, step-wise confirmation that your code is working, and are interesting to boot.  As someone with a background in matlab and linear algebra I found the assignments pretty easy but are a good introduction to those not used to high level programming and keeps the bar of entry low.  It's not as rigorous as a typical undergraduate course but it was perfect for those of us who are not full time students.",5
741,This course is on of the best to start with for new comers in the filed of Machine Learning. The way Andrew Sir explains each and every topic with its mathematical aspects even without going deeply into its mathematical parts is simply magical. He truly cares for his students. He explains and guides about every things that we should/shouldn't do in order to better utilize our time while developing a ML system.,5
742,"Initially, I was a bit reluctant to take the course due to the maths involved. However, having completed it, I must say it was worth every single minute. The course explains in clear and understandable way the foundations of machine learning we encounter on a daily basis - like Amazon Product Recommendations, Netflix Movie Recommendations, Character Recognition, Text Recognition, Email Spam Classification, Fraud Detection, Photo OCR, and many more. It covers the algorithms and concepts commonly used today by BigTechs (like Google, Amazon, etc.) and other companies.  Understanding what machine learning is about fosters trust and will help (appropriately) apply ML to improve business and people's life. Excellent Course!",5
743,"Thank you for putting so much effort and thought into this course. It certainly made it possible for me to dive into the field of machine learning, and get a basic understanding of the techniques and considerations needed for tackling this subject.",5
744,"The Course if really a go ahead push you need for your journey in Machine Learning and Data Science, It is not only relevant to newbies but also could be related by good working professionals. The course content is 100 per cent satisfactory and the kind of interest and energy the Trainer has shown while teaching keeps you intact and interested to finish the course. Few things in the course requires little more attention so those are also pointed by the trainer and might need to revisit by us as well. Each concept is taken very seriously and explained in the same serious manner. Only ad-on to this course could been on python, but anyways the content explanation and content can be converted in python with some effort.",5
745,"Very clear It has a one-question quiz in the middle of every lecture, to keep you on your tows. I love also that it has a longer quiz at the end of every week, which helps you remember the material learned during that week. Also, having a matlab homework assignment, at the end of every week, helps you internalize the material.",5
746,"I was expecting an introductory course when I enrolled in this online course. I thought that I would take other machine learning courses after this one. However, the course quickly went deeper than I thought it would have. I was quite shocked because I started having trouble finishing the programming practices. Especially, because I am not entirely new in programming and I thought that this course would be a walk in the park. However, the course was enjoyable and I sincerely felt Andrew's passion and eagerness to share what he knows and experienced about machine learning. I really am glad that I decided to take this course and spent hours and hours and hours finishing this Machine Learning course. Thank you Andrew!",5
747,"This course is an excellent introduction to machine learning. Andrew is an engaging lecturer who uses good, practical examples to help with understanding machine learning concepts. My favourite part of the course was completing the programming exercises. I would like to have had a go at building a simple machine learning completely from scratch as part of the course, but the exercises were the next best thing (and, realistically, the best thing that could be provided through an online course). I would definitely recommend this to people who, like me, are just starting out on machine learning. However, if you're looking for an in-depth focus on just one area of machine learning, then this one probably isn't for you.",5
748,"Instructor is knowledgeable,  material prepared very well and presents by instructor in the way that helps to understand concepts and details.  Assignments are well prepared and matched with the subjects.",5
749,"I tried to make this my first online class, having taken the prerequisite math in college.  I quickly realized that my knowledge was stale and had to back up and take the entire specialization, 'mathematics for machine learning'.  Then I realized I was out of practice and had to back up and take the class, 'learning how to learn'.  So here I am, months later, finishing this excellent class.  The structure and flow of this class makes perfect sense, and the 'Aha! moments' are well worth the study.  Professor Ng teaches in such a friendly, understandable way that even when I had re-watch lessons, I didn't feel stupid.  Thank you Professor Ng and thank you Coursera for making this excellent class open to the public.",5
750,"I began to enjoy this course more as it went on. Although all of the mathematical notation and complexity confused me at the beginning, by the end I began to appreciate how Professor Ng explains topics completely. I was impressed by both the scope of the course and its complexity; I expect it will serve many people not just as an introduction to machine learning but as a field guide for the different algorithms, best ML practices, and error diagnostics. I especially enjoyed the programming assignments because they provided a (sometimes harsh) reality check on my understanding, while being both interesting and relevant. All in all, I have gained great value from this course and am extremely happy to have taken it. ",5
751,"The basics of Machine Learning explained in an easy to understand way. For people like me who are unfamiliar with Statistics the need arises from time to time to research certain things on your own. I would recommend just a little bit of familiarity with Calculus (i.e. derivatives) in order to better understand things, but certainly not necessary to make progress.",5
752,"Really solid course content, lucidly taught by Professor Andrew, at a pace neither too fast nor too slow. Got to learn a lot about octave, vector mathematics and a bunch of other stuffs apart from machine learning, which I may add, seemed quite real world and logically sound, in spite of being quite advanced both in terms of the engineering and mathematics involved. I can thank Professor Andrew only so much, but I must also add that the amount of materials available in the Resources and Discussion Forum, also helps this course to be one of the most enjoyable one that I have taken till date. ",5
753,"I haven't finished it yet, and will update my review accordingly once i do.",5
754,"The instructor is very knowledgeable of the material because it's so well explained. I've struggled to understand topics like neural networks and SVMs when I studied them individually but this course has given me a solid understanding of them through the incredibly clear explanation that doesn't assume prior knowledge. The programming exercises were my favorite part of the course, the way the code was structured and had the 'glue' already in there made it easy to plug in the parts you learn from the videos and see them work, and made me very excited to learn the topics in the course. I feel like I gained very valuable knowledge (for free too!) and that I will continue learning about machine learning. Thank you!",5
755,"Great course taught by an excellent professor, a true master in this field. The course worths the effort you need to put on completing all the assignments. If you are looking for a starting point to learn what's going on inside Machine Learning this is your course. A lot of high profile professionals that I personally know within the IT industry have taken this Prof. Ng lessons and, as me, all of them recommend this course as a perfect foundation for further and deeper studies.",5
756,"It was a great class for a ML beginner, the theory was valuable to get the knowledge of ML and deep details were often omitted - which was good for me personnaly as I would not be able to appreciate them anyway.",5
757,"I found the Machine Learning course very well structured.  The lectures were relevant and clear.  The resources and ppt was to the point.  The assignments were well constructed, enough to force us to think, and yet not tedious to get lost in mundane tasks ... in other words, they enhanced the knowledge further.  The Group Discussions were useful.  Reviewing past questions on the forum answered most of the questions.  And, where ever a clarification was needed, the Mentors jumped in to point us in the right direction.",5
758,"This course gives sSimple explanation of machine learning even for me as complete novice.  On other side I have finally understand why I have learned all that math on university and what is practical use of it. Professor Ng not only well cover algorithms but he gives very practical and useful advices how to implement machine learning. Without this course I will implement algorithms in completely different, inefficient way. Very useful are also advices how to judge does some activity make sense, how to track machine learning algorithm training progress and is it worthwhile to collect more training data. Definitively this is one of the best trainings I have ever took. Very well spend time. I highly recommend it.",5
759,,5
760,"I would recommend this course to anyone of any skill level.  The instructor, Andrew Ng is amazing and teaches everything at a level that is great for everyone simultaneously.  Everyone has the ability to complete this class.  There are videos at the beginning for those who don't know linear algebra, and many videos scattered throughout that have more complex concepts that he ties in if you have learned advanced statistics or linear algebra, for example, that are not necessary for the completion of the course, but helpful in receiving a more full understanding of the concepts.  He teaches advanced concepts in a very informative way that anyone can understand yet still challenges everyone.",5
761,"This is a very good introduction to machine learning. It covers a very broad set of material, and the lectures are very clear. The quizzes and programming assignments are based directly on the course material, making it easy to complete the assignments if you understand the lecture material (in contrast with some other courses I have taken where the assignments require lots of extra material not taught in the course). It is very helpful to have some programming experience, and some knowledge of linear algebra, probability, and calculus. The course is very topical, so it does not go very deep into the material, but it does offer some practical advice for using machine learning algorithms in daily applications.",5
762,"Excellent class! Andrew Ng is a great instructor and he is very good at explaining the key ML concepts! The programming assignments are well designed and aided my understanding of various machine learning theories and practical techniques.Hoping for a sequel from Andrew, where he can teach more advanced subjects such as AdaBoost, regularization, AI interpretability, and common themes, patterns and foundations of various machine learning methods, which I believe will not only enable students to learn and appreciate EXISTING methodologies, but also invent NEW ones where needed. Proud to be Andrew's student  - ""Machine Learning"" is truly a 5-star class! My heartfelt thanks to Andrew and the supporting staff!!!  ",5
763,First time doing an online course.  It was well taught and Professor Ng is extremely engaging.  I was never formally taught ML and wanted to see what all the rage was about.  Now I feel that I know enough about the topic to begin thinking about and applying the techniques to my own problems.  I really enjoyed the MATLAB/Octave examples (appreciate Mathworks providing a student copy) and the real world applications and thought process of determining what is the most important aspect of the problem to spend time on.  Rather than a class providing rote memorization of algorithms and deployment this course taught a deeper understanding of the topics which is especially important in industry/commercial settings.  ,5
764,"This is an incredible course to build a solid foundation and get started in Machine Learning just from basic statistics knowledge. Professor Andrew Ng explains tough concepts with really clear intuitive examples. I found the course to be the ideal mix of challenge and reward. It is a very satisfactory feeling when you write a piece of code that start to learn how to recognize handwritten numbers, with just the right amount of guidance from the exercises for it to feel like you've really accomplished something. The course is incredibly understandable and engaging, with some background in maths and programming I went from knowing basic statistics and linear regression to being able to apply machine learning.",5
765,"This course is a must for anyone who wants to gain knowledge of what's ""under the hood"" of machine learning and is the best place to start one's machine learning journey.  The course presents the right amount of information on the math behind the machine learning and hence is suitable even for those that have limited knowledge in Algebra and Calculus.  The explanation on intuition about certain complex concepts are exceptionally valuable and drives clear understanding.  I am sure this course will remain as the stepping stone for machine learning for many aspirants to come in the future.  Thanks, Andrew Ng for this great course.  I will continue to rely on any Andrew Ng's course for further ML/AI learning.",5
766,"Very good course, proving a deep mathematical understanding of Machine Learning. ",5
767,"It was great one! Although I'm in a hurry because I have problems about imaging and sensing processing which want to solve with Machine Learning, I didn't know what I should do and learn at the first. I could get not only basic but also useful knowledge of Machine Learning and confidence according to finishing this course. Mr. Andrew's explanation was very familiar with me and his passion was so great! The proper exercises including the it's quality and structure also helped me. I'll use this ability to solve the actual problem by using various software frameworks. I want to take the classes about the actual implementation of Machine/Deep learning algorithm if there is his course. Thank you so very much!",5
768,"The course gives great insights into not only the algorithms which are required to be implemented for the various ML tasks at hand, but also into the finer aspects, like debugging of the ML process, finding out whether the hypothesis is high bias or high variance, whether the learning process is convergent or divergent etc. Andrew also puts emphasis on where we, as ML engineers, should utlize most of our time in the entire piplelined process of an ML application like Photo OCR, big data learning etc. Not only is this course good enough to be taken by those who are interested in this field, but is also good enough to be re-visited again and again for refreshing of concepts provided by Andrew so succintly.",5
769,"I can say this course marks a very good starting point for newbies in Machine Learning like me to continue exploring the beauty of Machine Learning. This is definitely not the end, but it is just the very beginning of my journey to deep dive into the world of Machine Learning.",5
770,,5
771,"Elementary to advanced in simple steps. Amazing how it is also built for students who start with no knowledge of the field. Nevertheless, after completion of the course I don't consider myself an expert on the field yet because I feel that I need to work through several more examples to become more comfortable, which is an aspect that could further improve the course (more workable and graded examples).  Also, the doubt clarification sections are also pretty amazing and very effective and responsive. Overall, I would give this a 7 out of 5 if I could! Thanks a lot! I hope I can approach the doubt clarification section in future about doubts that are from problems not in the course.",5
772,"Great course! A lot of material covered by the lectures. Each video is very clear and the quizzes are really useful to make sure everything is well understood. I'm glad that the assignments use Octave (even though I was sceptic at first and wanted to use python), it makes it really easy to quickly implement the algorithms and visualize the data. During the assignments, I appreciated the fact that we are deeply guided through every step of the exercises, especially for the first exercises. I think that it would be a little more challenging if we were a little less guided for the last exercises.",5
773,"difficult start , specifically to mastet the logic of matrix programming when you are used to loop over. However once you understand, it's becoming quire enjoyable to do complex operations using a single line of code and a few instructions. I like the way the course keeps repeating the past topics therefore slowly hard concepts become mastered. As I said the beginning is hard but find the training getting less and less difficult. The examples work out in the programming sections are very entertaining and things you alwa<s to know about it, movie recommendation, image recognition, neural network, spam filter, etc... I like the encouragement of the teacher as well that motivates you along the training.",5
774,"Professor Ng's course is undoubtedly the best Introductory Course on Machine Learning in today's date. This course is so well designed that everyone, whether they have any prior knowledge about Machine Learning, gets to learn something new in adequate depth. There are no words that can do Justice to describing the capabilities of Professor Ng as a teacher. He is arguably the most dedicated, hard-working and engaging teachers in today's time. In a short span of 11 weeks he has become the BEST TEACHER I have ever had the opportunity to learn from. This, again, speaks volumes about how phenomenal Professor Ng is as a teacher, since this course is a MOOC and there is zero one-on-one interaction with him.",5
775,"Lots of useful and insightful information from professor Ng. He's got an special way to share his knowledge. He never takes anything for granted, and goes painstakingly through all required explanations (except for the most advanced linear algebra concepts, but even in that case he provides application cases and pointers to the concepts).",5
776,"This course is really good because it provides the students with good knowledges on several investigated topics, together with many tools to compute hig-level processes with neural networks, and explains some important techniques and tricks to make your machine behave properly on pattern recognition. Despite not digging into the mathematical aspects too deeply for the sake of a better practice, anyway  it provides good hints and sufficient details to reach up for a full comprehension on the presented analytical items. The software apparatus is made for first-grade and expert programmers both. I wish to directly thank Dr. Ng for his efforts and for his fascinating and disciplined methods of teaching.",5
